index,id,type,name_en,name_zh,mana,max_uses,price,spawn_level,spawn_probability,related_projectiles,custom_xml_file,never_unlimited,custom_uses_logic,description_en,description_zh,action_summary,action_body_lines
121,WALL_VERTICAL,ACTION_TYPE_STATIC_PROJECTILE,Vertical barrier,垂直屏障,70,80,160,"0,1,2,4,5","0.4,0.4,0.6,0.5,0.2",data/entities/projectiles/deck/wall_vertical.xml,,,,"A thin, vertical barrier that harms passing creatures, including you",一道薄薄的垂直屏障伤害通过的生物 – 包括你在内,"投射物/触发: add_projectile(""data/entities/projectiles/deck/wall_vertical.xml"") | 状态修正: c.fire_rate_wait += 5",2
122,WALL_SQUARE,ACTION_TYPE_STATIC_PROJECTILE,Square barrier,方形屏障,70,20,160,"0,1,2,4,5,6","0.3,0.2,0.6,0.5,0.4,0.4",data/entities/projectiles/deck/wall_square.xml,,,,"A thin, square-shaped barrier that harms passing creatures, including you",一道方形的垂直屏障伤害通过的生物 – 包括你在内,"投射物/触发: add_projectile(""data/entities/projectiles/deck/wall_square.xml"") | 状态修正: c.fire_rate_wait += 20",2
123,TEMPORARY_WALL,ACTION_TYPE_UTILITY,Summon Wall,召唤墙壁,40,20,100,"0,1,2,4,5","0.1,0.1,0.3,0.4,0.2",data/entities/projectiles/deck/temporary_wall.xml,,,,Summons a shortlived obstacle,召唤持续时间很短的障碍物,"投射物/触发: add_projectile(""data/entities/projectiles/deck/temporary_wall.xml"") | 状态修正: c.fire_rate_wait += 40",2
124,TEMPORARY_PLATFORM,ACTION_TYPE_UTILITY,Summon Platform,召唤平台,30,20,90,"0,1,2,4,5","0.1,0.1,0.3,0.4,0.2",data/entities/projectiles/deck/temporary_platform.xml,,,,Summons a shortlived bit of ground,召唤持续时间很短的一点点地面,"投射物/触发: add_projectile(""data/entities/projectiles/deck/temporary_platform.xml"") | 状态修正: c.fire_rate_wait += 40",2
125,PURPLE_EXPLOSION_FIELD,ACTION_TYPE_STATIC_PROJECTILE,Glittering field,盛大场面,90,20,160,"0,1,2,4,5,6","0.7,1,0.7,0.5,0.5,0.3",data/entities/projectiles/deck/purple_explosion_field.xml,,,,Small explosions appear randomly over a large area,在大区域内随机出现小型爆炸,"投射物/触发: add_projectile(""data/entities/projectiles/deck/purple_explosion_field.xml"") | 状态修正: c.fire_rate_wait += 10; c.speed_multiplier -= 2",9
126,DELAYED_SPELL,ACTION_TYPE_STATIC_PROJECTILE,Delayed spellcast,延迟施法,20,,240,"0,1,2,4,5,6","0.8,0.8,1,0.7,0.5,0.4",data/entities/projectiles/deck/delayed_spell.xml,,,,"A static, magical phenomenon that casts 3 extra spells after a short while",静态的魔法现象，在短暂时间后施放 3 个额外法术,"投射物/触发: add_projectile_trigger_death(""data/entities/projectiles/deck/delayed_spell.xml"", 3) | 状态修正: c.fire_rate_wait += 10",2
127,LONG_DISTANCE_CAST,ACTION_TYPE_UTILITY,Long-distance cast,远距离施放,0,,90,"0,1,2,4,5,6","0.6,0.7,0.8,0.6,0.3,0.4",data/entities/projectiles/deck/long_distance_cast.xml,,,,Casts a spell some distance away from the caster,在与施放者一定距离的位置施放法术,"投射物/触发: add_projectile_trigger_death(""data/entities/projectiles/deck/long_distance_cast.xml"", 1) | 状态修正: c.fire_rate_wait -= 5",2
128,TELEPORT_CAST,ACTION_TYPE_UTILITY,Teleporting cast,传送施放,100,,190,"1,2,4,5,6","0.6,0.6,0.6,0.8,1",data/entities/projectiles/deck/teleport_cast.xml,,,,Casts a spell from the closest enemy,从最近的敌人位置施放法术,"投射物/触发: add_projectile_trigger_death(""data/entities/projectiles/deck/teleport_cast.xml"", 1) | 状态修正: c.fire_rate_wait += 20; c.spread_degrees += 24",3
129,SUPER_TELEPORT_CAST,ACTION_TYPE_UTILITY,Warp cast,传送施放,20,,160,"2,4,5,6","0.2,0.6,0.8,0.8",data/entities/projectiles/deck/super_teleport_cast.xml,,,,"Makes a spell immediately jump a long distance, stopped by walls",令法术立即跳跃长距离，可受墙壁阻止,"投射物/触发: add_projectile_trigger_death(""data/entities/projectiles/deck/super_teleport_cast.xml"", 1) | 状态修正: c.fire_rate_wait += 10; c.spread_degrees -= 6",3
130,CASTER_CAST,ACTION_TYPE_UTILITY,Inner spell,随心法术,10,,70,"2,4,5,6,10","0.2,0.2,0.4,0.4,0.2",data/entities/projectiles/deck/caster_cast.xml,,,,Causes a projectile to be cast from where the caster is standing,令投射物从施法者所站的位置射出,"额外抽取: 1, true | 状态修正: c.spread_degrees -= 24 | 状态赋值: c.extra_entities = c.extra_entities .. ""data/entities/misc/caster_cast.xml,""",3
131,MIST_RADIOACTIVE,ACTION_TYPE_PROJECTILE,Toxic mist,毒雾,40,10,80,"1,2,3,4","0.4,0.4,0.4,0.4",data/entities/projectiles/deck/mist_radioactive.xml,,,,A cloud of toxic mist,毒雾构成的云,"投射物/触发: add_projectile(""data/entities/projectiles/deck/mist_radioactive.xml"") | 状态修正: c.fire_rate_wait += 10",2
132,MIST_ALCOHOL,ACTION_TYPE_PROJECTILE,mist of spirits,烈酒云雾,40,10,80,"1,2,3,4","0.4,0.4,0.4,0.4",data/entities/projectiles/deck/mist_alcohol.xml,,,,A cloud of potent alcohol,烈酒构成的云,"投射物/触发: add_projectile(""data/entities/projectiles/deck/mist_alcohol.xml"") | 状态修正: c.fire_rate_wait += 10",2
133,MIST_SLIME,ACTION_TYPE_PROJECTILE,Slime mist,粘液雾,40,10,80,"1,2,3,4","0.4,0.4,0.4,0.4",data/entities/projectiles/deck/mist_slime.xml,,,,A cloud of slimy mist,粘液雾构成的云,"投射物/触发: add_projectile(""data/entities/projectiles/deck/mist_slime.xml"") | 状态修正: c.fire_rate_wait += 10",2
134,MIST_BLOOD,ACTION_TYPE_PROJECTILE,Blood mist,血雾,40,10,120,"1,2,3,4","0.4,0.4,0.4,0.4",data/entities/projectiles/deck/mist_blood.xml,,,,A cloud of blood mist,血雾构成的云,"投射物/触发: add_projectile(""data/entities/projectiles/deck/mist_blood.xml"") | 状态修正: c.fire_rate_wait += 10",2
135,CIRCLE_FIRE,ACTION_TYPE_MATERIAL,Circle of fire,烈火之环,20,15,170,"1,2,3,4","0.4,0.4,0.4,0.4",data/entities/projectiles/deck/circle_fire.xml,,,,An expanding circle of burning air,炽燃空气组成的扩散之环,"投射物/触发: add_projectile(""data/entities/projectiles/deck/circle_fire.xml"") | 状态修正: c.fire_rate_wait += 20",2
136,CIRCLE_ACID,ACTION_TYPE_MATERIAL,Circle of acid,酸液之环,40,4,180,"1,2,3,4","0.4,0.4,0.4,0.4",data/entities/projectiles/deck/circle_acid.xml,,,,An expanding circle of dripping acid,滴落酸液组成的扩散之环,"投射物/触发: add_projectile(""data/entities/projectiles/deck/circle_acid.xml"") | 状态修正: c.fire_rate_wait += 20",2
137,CIRCLE_OIL,ACTION_TYPE_MATERIAL,Circle of oil,油液之环,20,15,160,"1,2,3,4","0.4,0.4,0.4,0.4",data/entities/projectiles/deck/circle_oil.xml,,,,An expanding circle of slick oil,粘滑酸液组成的扩散之环,"投射物/触发: add_projectile(""data/entities/projectiles/deck/circle_oil.xml"") | 状态修正: c.fire_rate_wait += 20",2
138,CIRCLE_WATER,ACTION_TYPE_MATERIAL,Circle of water,清水之环,20,15,160,"1,2,3,4","0.4,0.4,0.4,0.4",data/entities/projectiles/deck/circle_water.xml,,,,An expanding circle of water,清水组成的扩散之环,"投射物/触发: add_projectile(""data/entities/projectiles/deck/circle_water.xml"") | 状态修正: c.fire_rate_wait += 20",2
139,MATERIAL_WATER,ACTION_TYPE_MATERIAL,Water,水,0,,110,"1,2,3,4,5","0.4,0.4,0.4,0.4,0.4",data/entities/projectiles/deck/material_water.xml,,,,Transmute drops of water from nothing,凭空出现的水滴,"投射物/触发: add_projectile(""data/entities/projectiles/deck/material_water.xml"") | 状态修正: c.fire_rate_wait -= 15; current_reload_time -= ACTION_DRAW_RELOAD_TIME_INCREASE - 10 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_apply_wet.xml,""",4
140,MATERIAL_OIL,ACTION_TYPE_MATERIAL,Oil,油,0,,140,"1,2,3,4,5","0.4,0.4,0.4,0.4,0.4",data/entities/projectiles/deck/material_oil.xml,,,,Transmute drops of oil from nothing,凭空出现的油滴,"投射物/触发: add_projectile(""data/entities/projectiles/deck/material_oil.xml"") | 状态修正: c.fire_rate_wait -= 15; current_reload_time -= ACTION_DRAW_RELOAD_TIME_INCREASE - 10 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_apply_oiled.xml,""",4
141,MATERIAL_BLOOD,ACTION_TYPE_MATERIAL,Blood,血液,0,250,130,"1,2,3,4,5","0.4,0.4,0.4,0.4,0.4",data/entities/projectiles/deck/material_blood.xml,,,,Blood blood blood,是血呀，血！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/material_blood.xml"") | 状态修正: c.fire_rate_wait -= 15; current_reload_time -= ACTION_DRAW_RELOAD_TIME_INCREASE - 10 | 状态赋值: c.game_effect_entities = c.game_effect_entities .. ""data/entities/misc/effect_apply_bloody.xml,""",4
142,MATERIAL_ACID,ACTION_TYPE_MATERIAL,Acid,酸液,0,250,150,"2,3,4,5,6","0.4,0.4,0.4,0.4,0.4",data/entities/projectiles/deck/material_acid.xml,,,,Transmute drops of acid from nothing,凭空出现的酸液滴,"投射物/触发: add_projectile(""data/entities/projectiles/deck/material_acid.xml"") | 状态修正: c.fire_rate_wait -= 15; current_reload_time -= ACTION_DRAW_RELOAD_TIME_INCREASE - 10",3
143,MATERIAL_CEMENT,ACTION_TYPE_MATERIAL,Cement,水泥,0,250,100,"2,3,4,5,6","0.4,0.4,0.4,0.4,0.4",data/entities/projectiles/deck/material_cement.xml,,,,Transmute drops of wet cement from nothing,凭空出现的湿水泥,"投射物/触发: add_projectile(""data/entities/projectiles/deck/material_cement.xml"") | 状态修正: c.fire_rate_wait -= 15; current_reload_time -= ACTION_DRAW_RELOAD_TIME_INCREASE - 10",3
144,TELEPORT_PROJECTILE,ACTION_TYPE_PROJECTILE,Teleport bolt,传送魔弹,40,80,130,"0,1,2,4,5,6","0.6,0.6,0.6,0.4,0.4,0.4",data/entities/projectiles/deck/teleport_projectile.xml,data/entities/misc/custom_cards/teleport_projectile.xml,,,A magical bolt that moves you wherever it ends up flying,将你传送到其结束飞行位置的魔法弹,"投射物/触发: add_projectile(""data/entities/projectiles/deck/teleport_projectile.xml"") | 状态修正: c.fire_rate_wait += 3; c.spread_degrees -= 2.0",3
145,TELEPORT_PROJECTILE_SHORT,ACTION_TYPE_PROJECTILE,Small Teleport Bolt,小传送魔弹,20,80,130,"0,1,2,4,5,6","0.6,0.6,0.6,0.4,0.4,0.4",data/entities/projectiles/deck/teleport_projectile_short.xml,data/entities/misc/custom_cards/teleport_projectile_short.xml,,,A shortlived magical bolt that moves you wherever it ends up flying,将你传送到其结束飞行位置的短时存在魔法弹,"投射物/触发: add_projectile(""data/entities/projectiles/deck/teleport_projectile_short.xml"") | 状态修正: c.spread_degrees -= 2.0",2
146,TELEPORT_PROJECTILE_STATIC,ACTION_TYPE_PROJECTILE,Return,返回,40,80,90,"0,1,2,4,5,6","0.6,0.6,0.6,0.4,0.4,0.4",data/entities/projectiles/deck/teleport_projectile_static.xml,data/entities/misc/custom_cards/teleport_projectile_static.xml,,,"After a period of time, you'll be returned to where you cast this spell",一段时间之后，返回施放这个法术的地方,"投射物/触发: add_projectile(""data/entities/projectiles/deck/teleport_projectile_static.xml"") | 状态修正: c.fire_rate_wait += 3; c.spread_degrees -= 2.0",3
147,SWAPPER_PROJECTILE,ACTION_TYPE_PROJECTILE,Swapper,交换者,5,-1,100,"0,1,2,4,5,6","0.05,0.05,0.1,0.4,0.4,0.1",data/entities/projectiles/deck/swapper.xml,,,,It was theorized that the source of qualia would be transferred …But it turns out it was the whole body all along.,从理论来将，性质的根源将会被转换... 但实际上，是整个身体被转换了。,"投射物/触发: add_projectile(""data/entities/projectiles/deck/swapper.xml"") | 状态修正: c.fire_rate_wait += 3; c.screenshake += 0.5; c.spread_degrees -= 2.0; c.damage_critical_chance += 5",5
148,TELEPORT_PROJECTILE_CLOSER,ACTION_TYPE_PROJECTILE,Homebringer Teleport Bolt,“归家”传送魔弹,20,,130,"0,1,2,4,5,6","0.4,0.6,0.6,0.7,0.4,0.4",data/entities/projectiles/deck/teleport_projectile_closer.xml,,,,Brings the target hit closer to you,将被击中的目标传送到离你更近的地方,"投射物/触发: add_projectile(""data/entities/projectiles/deck/teleport_projectile_closer.xml"") | 状态修正: c.spread_degrees -= 2.0",2
149,NUKE,ACTION_TYPE_PROJECTILE,Nuke,核弹,200,1,400,"1,5,6,10","0.3,1,1,0.2",data/entities/projectiles/deck/nuke.xml,data/entities/misc/custom_cards/nuke.xml,,,Take cover!,快找掩体！,"投射物/触发: add_projectile(""data/entities/projectiles/deck/nuke.xml"") | 状态修正: c.speed_multiplier *= 0.75; c.material_amount += 60; c.gore_particles += 10; c.screenshake += 10.5; current_reload_time += 600 | 状态赋值: c.fire_rate_wait = 20; c.material = ""fire""; c.ragdoll_fx = 2",16
150,NUKE_GIGA,ACTION_TYPE_PROJECTILE,Giga Nuke,巨型核弹,500,1,800,10,1,data/entities/projectiles/deck/nuke_giga.xml,data/entities/misc/custom_cards/nuke_giga.xml,true,,What do you expect?,你还期待什么呢？,"投射物/触发: add_projectile(""data/entities/projectiles/deck/nuke_giga.xml"") | 状态修正: c.speed_multiplier *= 0.5; c.material_amount += 80; c.gore_particles += 30; c.screenshake += 30.5; current_reload_time += 800 | 状态赋值: c.fire_rate_wait = 50; c.material = ""fire""; c.ragdoll_fx = 2",16
151,FIREWORK,ACTION_TYPE_PROJECTILE,Fireworks!,烟火！,70,25,220,"1,2,3,4,5,6","1,0.8,1,1,0.5,0.3",data/entities/projectiles/deck/fireworks/firework_pink.xml,,,,"A fiery, explosive projectile",炽烈易爆的投射物,"投射物/触发: add_projectile(""data/entities/projectiles/deck/fireworks/"" .. firework_name) | 状态修正: c.fire_rate_wait += 60 | 状态赋值: c.ragdoll_fx = 2 | 引擎调用: SetRandomSeed(GameGetFrameNum(); Random(1, #types)",9
152,SUMMON_WANDGHOST,ACTION_TYPE_UTILITY,Summon Taikasauva,召唤魔法棒,300,1,420,"2,4,5,6,10","0.08,0.1,0.3,0.3,0.1",data/entities/projectiles/deck/wand_ghost_player.xml,,true,,Summons a possessed wand to aid you,召唤一把着魔魔杖，为你提供支援,"投射物/触发: add_projectile(""data/entities/projectiles/deck/wand_ghost_player.xml""); add_projectile(""data/entities/particles/image_emitters/wand_effect.xml"")",2
153,TOUCH_GOLD,ACTION_TYPE_MATERIAL,Touch of Gold,黄金之触,300,1,480,"1,2,3,4,5,6,7,10","0,0,0,0,0.1,0.1,0.1,0.5",data/entities/projectiles/deck/touch_gold.xml,,true,,"Transmutes everything in a short radius into gold, including walls, creatures... and you",将短距离的一切转化为黄金，包括墙壁、生物... 还有你自己,"投射物/触发: add_projectile(""data/entities/projectiles/deck/touch_gold.xml"")",1
154,TOUCH_WATER,ACTION_TYPE_MATERIAL,Touch of Water,清水之触,280,5,420,"1,2,3,4,5,6,7,10","0,0,0,0,0.1,0.1,0.1,0.4",data/entities/projectiles/deck/touch_water.xml,,,,"Transmutes everything in a short radius into water, including walls, creatures... and you",将短距离的一切转化为清水，包括墙壁、生物... 还有你自己,"投射物/触发: add_projectile(""data/entities/projectiles/deck/touch_water.xml"")",1
155,TOUCH_OIL,ACTION_TYPE_MATERIAL,Touch of Oil,油脂之触,260,5,380,"1,2,3,4,5,6,7,10","0,0,0,0,0.1,0.1,0.1,0.4",data/entities/projectiles/deck/touch_oil.xml,,,,"Transmutes everything in a short radius into oil, including walls, creatures... and you",将短距离的一切转化为油，包括墙壁、生物... 还有你自己,"投射物/触发: add_projectile(""data/entities/projectiles/deck/touch_oil.xml"")",1
156,TOUCH_ALCOHOL,ACTION_TYPE_MATERIAL,Touch of Spirits,烈酒之触,240,5,360,"1,2,3,4,5,6,7,10","0,0,0,0,0.1,0.1,0.1,0.4",data/entities/projectiles/deck/touch_alcohol.xml,,,,"Transmutes everything in a short radius into alcohol, including walls, creatures... and you",将短距离的一切转化为烈酒，包括墙壁、生物... 还有你自己,"投射物/触发: add_projectile(""data/entities/projectiles/deck/touch_alcohol.xml"")",1
157,TOUCH_PISS,ACTION_TYPE_MATERIAL,Touch of Gold?,黄金之触？,190,4,360,"1,2,3,4,5,6,7,10","0,0,0,0,0.035,0.035,0.035,0.1",data/entities/projectiles/deck/touch_piss.xml,,,,"Transmutes everything in a short radius into urine, including walls, creatures... and you",将周身附近的一切转化为尿液，包括墙壁、生物……还有你自己,"投射物/触发: add_projectile(""data/entities/projectiles/deck/touch_piss.xml"")",1
158,TOUCH_GRASS,ACTION_TYPE_MATERIAL,Touch of Grass,草之触,190,4,360,"1,2,3,4,5,6,7,10","0,0,0,0,0.1,0.1,0.1,0.2",data/entities/projectiles/deck/touch_grass.xml,data/entities/misc/custom_cards/touch_grass.xml,true,,"Transmutes everything in a short radius into Earth, including walls, creatures... and you. Unless…",将周身附近的一切转化为土地，包括墙壁、生物……还有你自己。除非……,"投射物/触发: add_projectile(""data/entities/projectiles/deck/touch_grass.xml"")",1
159,TOUCH_BLOOD,ACTION_TYPE_MATERIAL,Touch of Blood,鲜血之触,270,3,390,"1,2,3,4,5,6,7,10","0,0,0,0,0.1,0.1,0.1,0.5",data/entities/projectiles/deck/touch_blood.xml,,,,"Transmutes everything in a short radius into blood, including walls, creatures... and you",将短距离的一切转化为鲜血，包括墙壁、生物... 还有你自己,"投射物/触发: add_projectile(""data/entities/projectiles/deck/touch_blood.xml"")",1
160,TOUCH_SMOKE,ACTION_TYPE_MATERIAL,Touch of Smoke,烟雾之触,230,5,350,"1,2,3,4,5,6,7,10","0,0,0,0,0.1,0.1,0.1,0.4",data/entities/projectiles/deck/touch_smoke.xml,,,,"Transmutes everything in a short radius into smoke, including walls, creatures... and you",将短距离的一切转化为烟，包括墙壁、生物... 还有你自己,"投射物/触发: add_projectile(""data/entities/projectiles/deck/touch_smoke.xml"")",1
161,DESTRUCTION,ACTION_TYPE_STATIC_PROJECTILE,Destruction,破坏,240,5,600,10,1,data/entities/projectiles/deck/destruction.xml,,,,"Instantly decimates foes around you, at the cost of your HP",以自己的生命值为代价，立刻杀死周围的敌人,"投射物/触发: add_projectile(""data/entities/projectiles/deck/destruction.xml"") | 状态修正: c.fire_rate_wait += 150; current_reload_time += 240",3
162,MASS_POLYMORPH,ACTION_TYPE_STATIC_PROJECTILE,Muodonmuutos,墨东姆托,220,3,600,10,1,data/entities/projectiles/deck/mass_polymorph.xml,,,,Baa,咩阿,"投射物/触发: add_projectile(""data/entities/projectiles/deck/mass_polymorph.xml"") | 状态修正: c.fire_rate_wait += 140; current_reload_time += 240",3
163,BURST_2,ACTION_TYPE_DRAW_MANY,Double spell,二重法术,0,100,140,"0,1,2,3,4,5,6","0.8,0.8,0.8,0.8,0.8,0.8,0.8",,,,,Simultaneously casts 2 spells,同时施放 2 个法术,"额外抽取: 2, true",1
164,BURST_3,ACTION_TYPE_DRAW_MANY,Triple spell,三重法术,2,100,160,"1,2,3,4,5,6","0.7,0.7,0.7,0.7,0.7,0.7",,,,,Simultaneously casts 3 spells,同时施放 3 个法术,"额外抽取: 3, true",1
165,BURST_4,ACTION_TYPE_DRAW_MANY,Quadruple spell,四重法术,5,100,180,"2,3,4,5,6","0.4,0.5,0.6,0.6,0.6",,,,,Simultaneously casts 4 spells,同时施放 4 个法术,"额外抽取: 4, true",1
166,BURST_8,ACTION_TYPE_DRAW_MANY,Octuple spell,八倍法术,30,100,300,"5,6,10","0.1,0.1,0.5",,,,,Simultaneously cast 8 spells,同时施放 8 个法术,"额外抽取: 8, true",1
167,BURST_X,ACTION_TYPE_DRAW_MANY,Myriad Spell,无尽法术,50,30,500,"5,6,10","0.1,0.1,0.5",,,,,Simultaneously casts as many spells as you have left uncast in your wand,同时施放魔杖中所剩未施放的所有法术,"额外抽取: #deck, true",3
168,SCATTER_2,ACTION_TYPE_DRAW_MANY,Double scatter spell,二重散射法术,0,100,100,"0,1,2","0.8,0.8,0.7",,,,,Simultaneously casts 2 spells with low accuracy,同时施放 2 个法术，但精确度较低,"额外抽取: 2, true | 状态修正: c.spread_degrees += 10.0",2
169,SCATTER_3,ACTION_TYPE_DRAW_MANY,Triple scatter spell,三重散射法术,1,100,120,"0,1,2,3","0.6,0.7,0.7,0.8",,,,,Simultaneously casts 3 spells with low accuracy,同时施放 3 个法术，但精确度较低,"额外抽取: 3, true | 状态修正: c.spread_degrees += 20.0",2
170,SCATTER_4,ACTION_TYPE_DRAW_MANY,Quadruple scatter spell,四重散射法术,2,100,140,"1,2,3,4,5,6","0.5,0.6,0.7,0.8,0.8,0.6",,,,,Simultaneously casts 4 spells with low accuracy,同时施放 4 个法术，但精确度较低,"额外抽取: 4, true | 状态修正: c.spread_degrees += 40.0",2
171,I_SHAPE,ACTION_TYPE_DRAW_MANY,Formation - behind your back,阵型 - 背后,0,100,30,"1,2,3","0.4,0.5,0.3",,,,,Casts two spells: one ahead of and one behind the caster,施放 2 个法术：在施术者前后各一,"额外抽取: 2, true | 状态修正: c.spread_degrees -= 5.0 | 状态赋值: c.pattern_degrees = 180",3
172,Y_SHAPE,ACTION_TYPE_DRAW_MANY,Formation - bifurcated,阵型 - 分叉,2,100,30,"0,1,2,3","0.8,0.5,0.4,0.3",,,,,Casts 2 spells in a bifurcated pattern,以分叉形式施放 2 个法术,"额外抽取: 2, true | 状态修正: c.spread_degrees -= 8.0 | 状态赋值: c.pattern_degrees = 45",3
173,T_SHAPE,ACTION_TYPE_DRAW_MANY,Formation - above and below,阵型 - 上下,3,100,30,"1,2,3,4","0.4,0.5,0.4,0.3",,,,,"Casts 3 spells - ahead, above and below the caster",施放 3 个法术 - 分别位于施术者前方、上方和下方,"额外抽取: 3, true | 状态修正: c.spread_degrees -= 8.0 | 状态赋值: c.pattern_degrees = 90",3
174,W_SHAPE,ACTION_TYPE_DRAW_MANY,Formation - trifurcated,阵型 - 三叉,3,100,50,"2,3,4,5,6","0.4,0.3,0.5,0.3,0.3",,,,,Casts 3 spells in a trifurcated pattern,以三叉形式施放 3 个法术,"额外抽取: 3, true | 状态修正: c.spread_degrees -= 5.0 | 状态赋值: c.pattern_degrees = 20",3
175,CIRCLE_SHAPE,ACTION_TYPE_DRAW_MANY,Formation - hexagon,阵型 - 六边形,6,100,50,"1,2,3,4,5,6","0.1,0.2,0.3,0.3,0.3,0.3",,,,,Casts 6 spells in a hexagonal pattern,以六边形施放 6 个法术,"额外抽取: 6, true | 状态修正: c.spread_degrees -= 15.0 | 状态赋值: c.pattern_degrees = 180",3
176,PENTAGRAM_SHAPE,ACTION_TYPE_DRAW_MANY,Formation - pentagon,阵型 - 五边形,5,100,50,"1,2,3,4,5","0.4,0.4,0.3,0.2,0.1",,,,,Casts 5 spells in a pentagonal pattern,以五边形施放 5 个法术,"额外抽取: 5, true | 状态修正: c.spread_degrees -= 12.0 | 状态赋值: c.pattern_degrees = 180",5
177,I_SHOT,ACTION_TYPE_UTILITY,Iplicate Spell,复制法术,40,30,130,"1,2,3","0.1,0.2,0.5",,,,,"Casts a copy of a projectile behind you, but the copy still cost mana",在身后施放投射物的复制品，复制品同样消耗法术,"投射物/触发: add_projectile(proj) | 额外抽取: 1, true | 状态修正: mana -= data.mana | 状态赋值: c.pattern_degrees = 180",28
178,Y_SHOT,ACTION_TYPE_UTILITY,Yplicate Spell,分叉法术,40,30,135,"1,2,3","0.1,0.2,0.5",,,,,"Casts a copy of a projectile in a bifurcated pattern, but the copy still cost mana",以分叉轨迹施放投射物的复制品，复制品同样消耗法力,"投射物/触发: add_projectile(proj) | 额外抽取: 1, true | 状态修正: mana -= data.mana | 状态赋值: c.pattern_degrees = 45",28
179,T_SHOT,ACTION_TYPE_UTILITY,Tiplicate Spell,上下法术,60,25,160,"2,3,5","0.1,0.2,0.5",,,,,"Casts copies of a projectile above and below you, but the copies still cost mana",在你的上方和下方施放投射物的复制品，复制品同样消耗法术,"投射物/触发: add_projectile(proj) | 额外抽取: 1, true | 状态修正: mana -= data.mana | 状态赋值: c.pattern_degrees = 90",28
180,W_SHOT,ACTION_TYPE_UTILITY,Wuplicate Spell,三岔法术,70,20,180,"2,3,5,6","0.1,0.2,0.5,0.4",,,,,"Casts copies of a projectile in a trifurcated pattern, but the copies still cost mana",以三岔轨迹施放投射物的复制品，复制品同样消耗法力,"投射物/触发: add_projectile(proj) | 额外抽取: 1, true | 状态修正: mana -= data.mana | 状态赋值: c.pattern_degrees = 20",28
181,QUAD_SHOT,ACTION_TYPE_UTILITY,Quplicate Spell,四重法术,90,20,200,"1,2,4","0.1,0.2,0.5",,,,,"Casts copies of a projectile in a tetragonal pattern, but the copies still cost mana",以四边形轨迹施放投射物的复制品，复制品同样消耗法力,"投射物/触发: add_projectile(proj) | 额外抽取: 1, true | 状态修正: mana -= data.mana | 状态赋值: c.pattern_degrees = 180",28
182,PENTA_SHOT,ACTION_TYPE_UTILITY,Peplicate Spell,五角法术,110,20,250,"3,4,5,6,10","0.1,0.2,0.5,0.5,0.2",,,,,"Casts 5 copies of a projectile in a pentagonal pattern, but the copies still cost mana",以五边形轨迹施放5个投射物的复制品，复制品同样消耗法力,"投射物/触发: add_projectile(proj) | 额外抽取: 1, true | 状态修正: mana -= data.mana | 状态赋值: c.pattern_degrees = 180",28
183,HEXA_SHOT,ACTION_TYPE_UTILITY,Heplicate Spell,六角法术,130,20,280,"3,4,5,6,10","0.1,0.2,0.5,0.5,0.2",,,,,"Casts 6 copies of a projectile in a hexagonal pattern, but the copies still cost mana",以六边形轨迹施放6个投射物的复制品，复制品同样消耗法力,"投射物/触发: add_projectile(proj) | 额外抽取: 1, true | 状态修正: mana -= data.mana | 状态赋值: c.pattern_degrees = 180",28
184,SPREAD_REDUCE,ACTION_TYPE_MODIFIER,Reduce spread,降低散射,1,150,100,"1,2,3,4,5,6","0.8,0.8,0.8,0.8,0.7,0.6",,,,,Reduces the spread of a spell,降低投射物的散射,"额外抽取: 1, true | 状态修正: c.spread_degrees -= 60.0",2
185,HEAVY_SPREAD,ACTION_TYPE_MODIFIER,Heavy spread,沉重散射,2,,100,"0,1,2,4,5,6","0.6,0.7,0.8,0.8,0.8,0.6",,,,,"Gives a projectile a much lower cast delay, but no respect to your aim",令投射物具有低上许多的施放延迟，但无视你的瞄准,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 7; c.spread_degrees += 720; current_reload_time -= 15",4
186,RECHARGE,ACTION_TYPE_MODIFIER,Reduce recharge time,缩减充能时间,12,150,200,"1,2,3,4,5,6","0.8,0.9,1,0.8,0.9,1",,,,,Reduces the time between spellcasts,缩减法术施放之间的时间间隔。,"额外抽取: 1, true | 状态修正: c.fire_rate_wait -= 10; current_reload_time -= 20",3
187,LIFETIME,ACTION_TYPE_MODIFIER,Increase lifetime,延长存在时间,40,150,250,"3,4,5,6,10","0.5,0.5,0.5,0.75,0.1",,data/entities/misc/custom_cards/lifetime.xml,,,Increases the lifetime of a spell,延长法术的存在时间,"额外抽取: 1, true | 状态修正: c.lifetime_add += 75; c.fire_rate_wait += 13",3
188,LIFETIME_DOWN,ACTION_TYPE_MODIFIER,Reduce lifetime,缩减存在时间,10,150,90,"3,4,5,6,10","0.5,0.5,0.75,0.5,0.1",,data/entities/misc/custom_cards/lifetime_down.xml,,,Reduces the lifetime of a spell,缩短法术的存在时间,"额外抽取: 1, true | 状态修正: c.lifetime_add -= 42; c.fire_rate_wait -= 15",3
